level,region,province,name,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
municipality,Region IX,Zamboanga del Norte,Godod,465940,240922,225018,142362,134200,3010,11172,50089,20597,70686
municipality,Region IX,Zamboanga del Norte,Gutalac,735399,308957,426443,310839,282731,-9599,18509,43475,20020,63495
municipality,Region IX,Zamboanga del Norte,Jose Dalman,320409,91774,228635,158599,167757,10059,902,17727,7132,24859
municipality,Region IX,Zamboanga del Norte,Kalawit,332224,30716,301507,163752,169860,16918,10810,77979,-6476,71504
municipality,Region IX,Zamboanga del Norte,Katipunan,533625,133902,399724,230705,236652,11334,5388,119217,-19153,100064
municipality,Region IX,Zamboanga del Norte,La Libertad,247773,32028,215745,88309,102037,21968,8239,38085,7076,45161
municipality,Region IX,Zamboanga del Norte,Labason,890943,134604,756339,218259,223320,4018,-1043,68970,-10688,58282
municipality,Region IX,Zamboanga del Norte,Leon B. Postigo (Bacungan),354308,117374,236935,189858,220551,28188,-2505,66235,2637,68872
municipality,Region IX,Zamboanga del Norte,Liloy,554581,187012,367569,220685,249916,44420,15189,95936,17153,113089
municipality,Region IX,Zamboanga del Norte,Manukan,492198,143507,348691,220333,277075,38886,-17856,121835,-19646,102190
municipality,Region IX,Zamboanga del Norte,Mutia,398368,150251,248117,104590,134606,16778,-13238,46095,-15087,31007
municipality,Region IX,Zamboanga del Norte,Piñan,384166,82846,301320,140509,159349,26248,7408,37249,3073,40322
municipality,Region IX,Zamboanga del Norte,Polanco,543759,151108,392651,219802,192404,-8893,18505,77731,7393,85124
municipality,Region IX,Zamboanga del Norte,Pres. Manuel A. Roxas,523043,149637,373407,240927,251090,50715,40552,130258,26863,157122
municipality,Region IX,Zamboanga del Norte,Rizal,396517,64031,332486,113574,122826,26375,17123,107952,-8946,99007
municipality,Region IX,Zamboanga del Norte,Salug,379472,25460,354012,187627,153641,-3783,30203,69397,-11210,58187
municipality,Region IX,Zamboanga del Norte,Sergio Osmeña Sr.,490033,56331,433703,271023,281366,17220,6878,89310,9993,99303
municipality,Region IX,Zamboanga del Norte,Siayan,814682,282642,532040,263051,248408,-6238,8405,114533,8634,123166
municipality,Region IX,Zamboanga del Norte,Sibuco,860066,258220,601846,328273,326433,-12109,-10269,9885,1221,11106
municipality,Region IX,Zamboanga del Norte,Sibutad,386021,136453,249568,110435,125524,26632,11543,95731,18740,114471
municipality,Region IX,Zamboanga del Norte,Sindangan,1482642,246716,1235927,502967,406429,-20360,76178,378194,-29705,348490
municipality,Region IX,Zamboanga del Norte,Siocon,1068574,416398,652176,326353,377239,91599,40713,62908,11604,74512
municipality,Region IX,Zamboanga del Norte,Sirawai,380696,129459,251237,186228,199969,1594,-12146,14097,-4398,9699
municipality,Region IX,Zamboanga del Norte,Tampilisan,472736,140157,332579,155144,169069,22341,8416,55297,5431,60728
municipality,Region IX,Zamboanga del Sur,Aurora,1011991,364024,647967,321136,228079,-5564,87492,280875,12428,293303
municipality,Region IX,Zamboanga del Sur,Bayog,574222,167570,406651,278080,284765,-18233,-24918,151527,-9177,142350
municipality,Region IX,Zamboanga del Sur,Dimataling,551768,221539,330228,170781,164177,-3777,2827,59868,21274,81142
municipality,Region IX,Zamboanga del Sur,Dinas,535334,176662,358672,176601,155864,-2794,17943,68252,5470,73722
municipality,Region IX,Zamboanga del Sur,Dumalinao,509173,111144,398029,175891,145905,-3824,26162,176170,450,176620
municipality,Region IX,Zamboanga del Sur,Dumingag,724489,155218,569271,267223,228580,-30074,8569,214174,-30724,183450
municipality,Region IX,Zamboanga del Sur,Guipos,327674,116559,211115,137232,138616,-807,-2191,38380,1317,39698
municipality,Region IX,Zamboanga del Sur,Josefina,415981,45703,370279,98679,88986,-4118,5574,141254,-60408,80847
municipality,Region IX,Zamboanga del Sur,Kumalarang,675625,203263,472362,169999,165517,-2642,1840,18142,4338,22480
municipality,Region IX,Zamboanga del Sur,Labangan,758418,218646,539772,210517,185959,-3400,21159,94729,10809,105538
municipality,Region IX,Zamboanga del Sur,Lakewood,357746,89659,268087,158074,140813,-4129,13132,69451,-18134,51317
municipality,Region IX,Zamboanga del Sur,Lapuyan,691283,209401,481882,210317,205269,-6119,-1071,162569,-18905,143664
municipality,Region IX,Zamboanga del Sur,Mahayag,820855,157443,663412,256052,220556,-13700,21796,273828,8942,282770
municipality,Region IX,Zamboanga del Sur,Margosatubig,869732,323764,545967,186621,193768,-4772,-11920,123088,-39058,84030
municipality,Region IX,Zamboanga del Sur,Midsalip,857131,158692,698439,176510,150951,-2700,22858,262012,-5883,256128
municipality,Region IX,Zamboanga del Sur,Molave,1440927,413691,1027235,344430,298479,-5354,40597,401824,-77114,324711
municipality,Region IX,Zamboanga del Sur,Pitogo,442063,152781,289283,155106,151590,-4622,-1106,52918,-1997,50921
municipality,Region IX,Zamboanga del Sur,Ramon Magsaysay,575150,112972,462178,179468,141468,-5229,32770,112662,-14873,97789
municipality,Region IX,Zamboanga del Sur,San Miguel,462262,168394,293868,152941,137017,-2737,13187,90135,15592,105727
municipality,Region IX,Zamboanga del Sur,San Pablo,578321,254446,323875,159863,141026,-22989,-4152,117892,-35766,82126
municipality,Region IX,Zamboanga del Sur,Sominot,404268,121927,282341,128044,115831,-5271,6943,71454,5301,76755
municipality,Region IX,Zamboanga del Sur,Tabina,419013,85326,333688,144795,136732,-6320,1744,76644,-11677,64967
municipality,Region IX,Zamboanga del Sur,Tambulig,525569,124467,401101,190699,164777,-1707,24215,90502,-25578,64924
municipality,Region IX,Zamboanga del Sur,Tigbao,477440,123330,354110,140075,133670,-3141,3264,64686,-2355,62332
municipality,Region IX,Zamboanga del Sur,Tukuran,773084,250503,522581,207420,185882,-9879,11659,194414,5077,199491
municipality,Region IX,Zamboanga del Sur,Vincenzo Sagun,436696,157746,278950,134029,128946,-3160,1922,62417,21905,84322
municipality,Region IX,Zamboanga Sibugay,Alicia,550320,160567,389753,197656,188302,-5487,3867,62375,12292,74666
municipality,Region IX,Zamboanga Sibugay,Buug,862898,174421,688477,232003,269251,67440,30192,56848,-12971,43877
municipality,Region IX,Zamboanga Sibugay,Diplahan,539778,164182,375596,238225,213805,4820,29240,72794,27735,100530
municipality,Region IX,Zamboanga Sibugay,Imelda,553001,190991,362010,154594,139725,-519,14350,59437,10188,69626
municipality,Region IX,Zamboanga Sibugay,Ipil,1459035,388210,1070826,447350,419010,-14593,13748,143013,-22436,120577
municipality,Region IX,Zamboanga Sibugay,Kabasalan,836617,243164,593452,250558,212129,-3708,34721,132427,7867,140294
municipality,Region IX,Zamboanga Sibugay,Mabuhay,560764,139091,421673,168201,163219,9173,14155,19379,4035,23413
municipality,Region IX,Zamboanga Sibugay,Malangas,942874,275437,667438,233955,188584,-10939,34431,230485,-14290,216195
municipality,Region IX,Zamboanga Sibugay,Naga,549393,140667,408726,216115,205022,4998,16090,46217,-16732,29484
municipality,Region IX,Zamboanga Sibugay,Olutanga,566698,157096,409602,183911,175830,-1479,6602,86086,1095,87182
municipality,Region IX,Zamboanga Sibugay,Payao,616496,163057,453439,195081,199923,-10892,-15734,36778,-11171,25608
municipality,Region IX,Zamboanga Sibugay,Roseller T. Lim,674775,74429,600346,243330,196528,-3767,43034,83245,22995,106240
municipality,Region IX,Zamboanga Sibugay,Siay,484446,117339,367107,252775,231028,-150,21596,21926,-17253,4673
municipality,Region IX,Zamboanga Sibugay,Talusan,528413,47425,480988,131856,107961,-3394,20501,50616,780,51396
municipality,Region IX,Zamboanga Sibugay,Titay,780018,123321,656696,275777,250747,-7174,17856,101321,-30408,70914
municipality,Region IX,Zamboanga Sibugay,Tungawan,649241,195226,454014,316716,306640,-2309,7766,77591,-16634,60957
municipality,Region X,Bukidnon,Baungon,754102,190070,564032,238349,230025,5431,13755,177946,-2276,175670
municipality,Region X,Bukidnon,Cabanglasan,767078,183019,584059,209293,233142,21063,-2785,89256,-22125,67131
municipality,Region X,Bukidnon,Damulog,760333,130495,629838,219422,211781,3932,11574,122023,-468,121555
municipality,Region X,Bukidnon,Dangcagan,736171,151575,584596,243426,212457,442,31411,158571,18370,176941
municipality,Region X,Bukidnon,Don Carlos,1313573,277361,1036212,429125,333554,-17617,77954,430323,-10118,420205
municipality,Region X,Bukidnon,Impasug-Ong,1338995,85473,1253522,504332,376436,-4794,123103,142077,64209,206286
municipality,Region X,Bukidnon,Kadingilan,561375,216542,344833,207792,205630,19784,21946,93655,-23875,69780
municipality,Region X,Bukidnon,Kalilangan,754139,147505,606634,253732,251454,4875,7154,261685,-43795,217890
municipality,Region X,Bukidnon,Kibawe,1045473,194468,851004,265497,206855,-23438,35205,147291,22405,169696
municipality,Region X,Bukidnon,Kitaotao,1284034,568964,715071,388416,333234,-33347,21835,200781,29939,230720
municipality,Region X,Bukidnon,Lantapan,1305031,401682,903349,322907,294295,154,28767,147468,-42393,105074
municipality,Region X,Bukidnon,Libona,952258,210856,741402,294046,268898,-6947,18202,141189,2790,143979
municipality,Region X,Bukidnon,Malitbog,937797,86615,851182,265108,250006,-8023,7078,209765,-41013,168752
municipality,Region X,Bukidnon,Manolo Fortich,2230479,666472,1564006,736925,680881,31593,87638,560120,43618,603738
municipality,Region X,Bukidnon,Maramag,1423037,400634,1022403,574581,562088,-11612,881,281745,-71248,210497
municipality,Region X,Bukidnon,Pangantucan,1264907,242916,1021992,367349,296954,-920,69475,200983,-24351,176632
municipality,Region X,Bukidnon,Quezon,1500637,454101,1046536,620344,589394,-13080,17869,325824,-4389,321435
municipality,Region X,Bukidnon,San Fernando,992971,121117,871853,412647,340532,-1172,70942,143650,-26340,117310
municipality,Region X,Bukidnon,Sumilao,517859,130895,386964,203725,198834,-9007,-4116,66506,17985,84491
municipality,Region X,Bukidnon,Talakag,1208374,299776,908598,465063,403124,15059,76997,375483,-10233,365251
municipality,Region X,Camiguin,Catarman,360578,24295,336283,115510,104575,-5802,5133,78589,-16513,62076
municipality,Region X,Camiguin,Guinsiliban,163023,42145,120877,73333,61349,-800,11184,27148,1377,28525
municipality,Region X,Camiguin,Mahinog,310074,90830,219243,113164,125322,18345,6187,42960,-4955,38004
municipality,Region X,Camiguin,Mambajao,428381,112394,315987,222729,211075,-8972,2682,61153,6099,67252
municipality,Region X,Camiguin,Sagay,251986,28137,223849,95836,102750,17653,10739,22626,-3796,18830
municipality,Region X,Lanao del Norte,Bacolod,259274,64234,195039,145356,129443,-4288,11625,4861,-888,3973
municipality,Region X,Lanao del Norte,Baloi,597772,46118,551654,241662,203388,-1725,36549,143765,44523,188288
municipality,Region X,Lanao del Norte,Baroy,466652,110245,356407,137181,137941,-2072,-2832,26541,7284,33825
municipality,Region X,Lanao del Norte,Kapatagan,922979,482119,440860,310132,292690,-31161,-13720,74072,-7380,66692
municipality,Region X,Lanao del Norte,Kauswagan,1576222,737549,838673,377071,266852,-5304,104915,294693,48217,342909
municipality,Region X,Lanao del Norte,Kolambugan,439347,96925,342422,168257,164428,-3452,376,82608,-36687,45921
municipality,Region X,Lanao del Norte,Lala,863762,143326,720435,322873,268336,-8660,45877,167988,12490,180479
municipality,Region X,Lanao del Norte,Linamon,290566,48035,242531,134609,121198,-3008,10403,55109,5016,60126
municipality,Region X,Lanao del Norte,Maigo,350567,130787,219780,145550,143241,1622,3932,17250,-4345,12905
municipality,Region X,Lanao del Norte,Matungao,193969,20417,173552,98470,83156,-1425,13889,21040,244,21284
municipality,Region X,Lanao del Norte,Munai,331775,164473,167302,183428,176438,34018,41008,60232,-15085,45147
municipality,Region X,Lanao del Norte,Nunungan,507460,147658,359801,212848,196271,-9866,6712,180186,-37713,142473
municipality,Region X,Lanao del Norte,Pantao-Ragat,24678,9593,15084,150587,150978,,-391,658,-391,267
municipality,Region X,Lanao del Norte,Pantar,124996,27087,97909,113338,114048,2398,1688,544,866,1411
municipality,Region X,Lanao del Norte,Poona Piagapo,206043,18751,187292,181406,168836,-9881,2689,9522,-262,9261
municipality,Region X,Lanao del Norte,R. Magsaysay,287798,113759,174039,147099,96541,-8094,42464,16546,-8485,8061
municipality,Region X,Lanao del Norte,S.N. Dimaporo,419366,158547,260820,214522,201870,-4003,8650,55372,-21359,34013
municipality,Region X,Lanao del Norte,Salvador,295439,70837,224601,143584,134445,-2141,6997,67448,10407,77855
municipality,Region X,Lanao del Norte,Sapad,153425,31854,121571,112896,102094,-5123,5679,42058,-18363,23695
municipality,Region X,Lanao del Norte,Tagoloan,78113,24405,53708,102421,114997,29502,16926,1021,19179,20200
municipality,Region X,Lanao del Norte,Tangkal,275577,45746,229832,131303,111043,-26232,-5972,5949,-1439,4510
municipality,Region X,Lanao del Norte,Tubod,749672,177951,571721,277383,280691,-20012,-23320,119795,20120,139916
municipality,Region X,Misamis Occidental,Aloran,473520,159584,313936,166733,159375,-3069,4289,110541,-30470,80072
municipality,Region X,Misamis Occidental,Baliangao,299966,73662,226304,118405,114872,-1862,1671,20866,13941,34808
municipality,Region X,Misamis Occidental,Bonifacio,696098,155824,540274,183797,200383,-14120,-30705,136331,-25022,111308
municipality,Region X,Misamis Occidental,Calamba,618966,160195,458771,175611,156544,-5768,13299,162622,-37386,125235
municipality,Region X,Misamis Occidental,Clarin,582915,90149,492765,306200,181983,-6148,118069,97855,1043,98898
municipality,Region X,Misamis Occidental,Concepcion,315064,74091,240973,87335,76127,-2587,8620,120915,-31786,89128
municipality,Region X,Misamis Occidental,Don Victoriano Chiongbian,565466,107256,458209,147553,128141,,19412,231148,-21753,209395
municipality,Region X,Misamis Occidental,Jimenez,632485,131135,501349,188333,200262,4908,-7021,79687,-21583,58104
municipality,Region X,Misamis Occidental,Lopez Jaena,446928,95833,351095,145503,145434,-2996,-2928,92508,-26940,65569
municipality,Region X,Misamis Occidental,Panaon,591074,145570,445505,101456,103260,-2311,-4116,69053,-5088,63964
municipality,Region X,Misamis Occidental,Plaridel,462776,64575,398202,217045,205843,-3440,7762,67473,-17640,49833
municipality,Region X,Misamis Occidental,Sapang Dalaga,524931,152143,372788,129981,110773,-5778,13431,79223,2271,81495
municipality,Region X,Misamis Occidental,Sinacaban,359322,83451,275871,133636,117468,-2574,13593,27635,-6132,21503
municipality,Region X,Misamis Occidental,Tudela,691221,74461,616760,162226,155165,-3759,3302,85481,-10748,74733
municipality,Region X,Misamis Oriental,Alubijid,710694,96961,613732,304690,191218,-1337,112134,98526,111643,210168
municipality,Region X,Misamis Oriental,Balingasag,968256,217857,750399,372374,324215,-23106,25053,181550,-54621,126929
municipality,Region X,Misamis Oriental,Balingoan,282915,36443,246472,99463,84125,-5156,10183,48095,-25776,22319
municipality,Region X,Misamis Oriental,Binuangan,277956,61766,216189,82198,78469,-3485,243,46348,-12610,33738
municipality,Region X,Misamis Oriental,Claveria,1991276,319222,1672054,368073,355730,-6823,5520,623832,-174755,449077
municipality,Region X,Misamis Oriental,Gitagum,490788,43196,447592,245761,128719,-3291,113751,138609,93834,232444
municipality,Region X,Misamis Oriental,Initao,807989,285262,522727,275888,239088,-18164,18637,147096,19825,166921
municipality,Region X,Misamis Oriental,Jasaan,747662,378566,369095,289401,264220,-54,25127,73196,-26919,46277
municipality,Region X,Misamis Oriental,Kinoguitan,272990,113722,159268,98604,104924,-7924,-14243,93257,-67719,25538
municipality,Region X,Misamis Oriental,Lagonglong,444888,148805,296083,139373,122713,-7899,8760,69293,-11298,57995
municipality,Region X,Misamis Oriental,Laguindingan,606082,67708,538374,277562,163116,-3896,110549,106793,62326,169119
municipality,Region X,Misamis Oriental,Libertad,310663,25829,284834,102787,86800,-2861,13125,81490,-13453,68037
municipality,Region X,Misamis Oriental,Lugait,652935,118496,534440,180112,160296,-6783,13033,236840,-41683,195157
municipality,Region X,Misamis Oriental,Magsaysay,569185,175791,393394,189472,226834,-4061,-41423,62485,-33421,29064
municipality,Region X,Misamis Oriental,Manticao,485697,25421,460276,169736,139631,-3396,26709,163158,-32953,130205
municipality,Region X,Misamis Oriental,Medina,500998,119852,381146,204863,193118,,11745,33433,-4219,29214
municipality,Region X,Misamis Oriental,Naawan,622454,290777,331677,154468,142318,-7528,4622,60441,-7648,52793
municipality,Region X,Misamis Oriental,Opol,982971,265197,717774,387184,348945,-396,37843,251518,56849,308367
municipality,Region X,Misamis Oriental,Salay,719976,260685,459292,221136,205106,-13963,2066,43951,-15357,28594
municipality,Region X,Misamis Oriental,Sugbong Cogon,357292,110294,246997,93730,89314,-858,3557,49597,-36190,13407
municipality,Region X,Misamis Oriental,Tagoloan,1123327,357233,766094,672530,634860,-11460,26210,302029,-197950,104079
municipality,Region X,Misamis Oriental,Talisayan,241046,63623,177424,150321,135305,-18,14998,15077,-14011,1066
municipality,Region X,Misamis Oriental,Villanueva,1412867,670302,742565,383225,344870,-7333,31022,190612,-17267,173346
municipality,Region XI,Davao De Oro,Compostela,1506036,199009,1307027,426774,416780,44624,54618,170078,-48526,121552
municipality,Region XI,Davao De Oro,Laak,1360879,371222,989657,464118,503252,29314,-9820,250631,-40962,209670
municipality,Region XI,Davao De Oro,Mabini,672557,170261,502296,280410,281199,-986,-1775,52587,61212,113799
municipality,Region XI,Davao De Oro,Maco,1148852,252608,896244,640791,604548,-5725,30517,351271,-108555,242716
municipality,Region XI,Davao De Oro,Maragusan,760896,118658,642238,351792,327671,-31872,-7751,153219,-47919,105300
municipality,Region XI,Davao De Oro,Mawab,392371,125405,266965,219130,223298,-1381,-5549,59837,-20236,39601
municipality,Region XI,Davao De Oro,Monkayo,1809679,359952,1449727,586999,559230,-22932,4837,219881,-127345,92536
municipality,Region XI,Davao De Oro,Montevista,666552,146275,520277,258699,290787,40073,7984,96437,-9796,86641
municipality,Region XI,Davao De Oro,Nabunturan,834328,161614,672713,459906,457153,6595,9348,115447,-26697,88749
municipality,Region XI,Davao De Oro,New Bataan,942404,188865,753539,334546,317620,-30043,-13117,198591,-40222,158369
municipality,Region XI,Davao De Oro,Pantukan,1365547,380840,984707,528099,522400,-6868,-1169,194480,213314,407794
municipality,Region XI,Davao del Norte,Asuncion,869296,401814,467482,302197,298946,37645,40897,70014,-37623,32391
municipality,Region XI,Davao del Norte,BE Dujali,573602,175012,398590,182365,153870,-220,28276,103321,-28989,74332
municipality,Region XI,Davao del Norte,Carmen,1973197,774485,1198713,446949,443741,4286,7494,332180,-158619,173561
municipality,Region XI,Davao del Norte,Kapalong,1188107,238660,949447,650272,579070,-8339,62863,214248,-5770,208478
municipality,Region XI,Davao del Norte,New Corella,624888,123478,501410,309475,285081,-1688,22706,57350,-15997,41354
municipality,Region XI,Davao del Norte,San Isidro,276343,86418,189926,165427,182760,-2816,-20148,52850,-4960,47889
municipality,Region XI,Davao del Norte,Sto. Tomas,1694858,419748,1275110,659540,621630,-8978,28931,387367,-149416,237951
municipality,Region XI,Davao del Norte,Talaingod,521152,193993,327159,297041,292049,-1915,3077,43614,8695,52309
municipality,Region XI,Davao del Sur,Bansalan,678614,175872,502742,288345,263029,611,25927,158031,-25131,132900
municipality,Region XI,Davao del Sur,Hagonoy,558567,188695,369872,248670,248786,-4640,-4756,78014,22170,100184
municipality,Region XI,Davao del Sur,Kiblawan,759596,188753,570842,279542,245399,-1409,32734,93842,-9166,84675
municipality,Region XI,Davao del Sur,Magsaysay,1186456,280841,905615,267015,313745,26302,-20429,70709,-3813,66895
municipality,Region XI,Davao del Sur,Malalag,484913,76169,408744,254883,226574,-4662,23647,88904,12592,101496
municipality,Region XI,Davao del Sur,Matanao,675105,298058,377047,273551,286369,9774,-3044,153197,-10315,142882
municipality,Region XI,Davao del Sur,Padada,,,,,,,,,,
municipality,Region XI,Davao del Sur,Santa Cruz,1980044,662759,1317285,764396,620670,-4549,139177,867516,42773,910289
municipality,Region XI,Davao del Sur,Sulop,460383,45446,414937,219326,177346,-3554,38426,8025,8027,16052
municipality,Region XI,Davao Occidental,Don Marcelino,438635,224018,214617,240196,237592,-1291,1313,125630,-69888,55742
municipality,Region XI,Davao Occidental,Jose Abad Santos,902827,248143,654683,375511,347636,-1770,26106,243875,-52896,190980
municipality,Region XI,Davao Occidental,Malita,1933382,665379,1268003,753863,731409,-15395,7059,499600,-252676,246925
municipality,Region XI,Davao Occidental,Santa Maria,546060,43479,502581,430774,256228,,174546,52372,-18534,33838
municipality,Region XI,Davao Occidental,Saranggani,326053,100933,225121,130068,130961,-2623,-3516,40457,4536,44993
municipality,Region XI,Davao Oriental,Baganga,614414,74768,539647,446706,434907,-53003,-41203,148687,-40765,107922
municipality,Region XI,Davao Oriental,Banay-Banay,641423,328901,312522,280223,261575,940,19588,64804,-43862,20942
municipality,Region XI,Davao Oriental,Boston,461927,238550,223377,176301,178548,300,-1947,64263,-34009,30254
municipality,Region XI,Davao Oriental,Caraga,770659,156285,614374,313399,270370,-1843,41185,177815,-6933,170882
municipality,Region XI,Davao Oriental,Cateel,378458,104140,274318,283619,305195,19660,-1916,80282,-56810,23471
municipality,Region XI,Davao Oriental,Gov. Generoso,419416,146341,273075,334280,295918,19320,57682,60669,-1019,59650
municipality,Region XI,Davao Oriental,Lupon,1422043,275176,1146867,496896,446598,-18198,32099,50042,-1921,48121
municipality,Region XI,Davao Oriental,Manay,558406,209028,349379,259857,257343,-1635,879,47057,-16337,30721
municipality,Region XI,Davao Oriental,San Isidro,484528,164776,319753,203126,202879,-770,-523,57338,6060,63398
municipality,Region XI,Davao Oriental,Tarragona,545433,204634,340799,191966,213684,-764,-22483,9406,1214,10620
municipality,Region XII,Davao Oriental,Alamada,1458699,630544,828155,428523,389267,-7697,31560,266772,50982,317754
municipality,Region XII,Davao Oriental,Aleosan,553241,157783,395458,220194,210646,-3061,6487,56282,-3517,52765
municipality,Region XII,Davao Oriental,Antipas,711274,251153,460121,279085,243038,60000,96047,74679,84841,159520
municipality,Region XII,Davao Oriental,Arakan,481958,138587,343371,360850,343484,-6703,10663,114792,-42628,72164
municipality,Region XII,Davao Oriental,Banisilan,571865,307801,264064,315238,292930,-18,22291,11618,8312,19930
municipality,Region XII,Davao Oriental,Carmen,1357094,188272,1168822,646243,539305,-13297,93641,393885,-25391,368494
municipality,Region XII,Davao Oriental,Kabacan,862710,154868,707842,482684,438170,-4320,40194,202402,10208,212610
municipality,Region XII,Davao Oriental,Libungan,672559,136948,535611,267452,249824,-5683,11945,26871,-10324,16548
municipality,Region XII,Davao Oriental,Magpet,1434163,440372,993791,394307,366806,-3580,23921,92888,82820,175708
municipality,Region XII,Davao Oriental,Makilala,1860861,652148,1208713,419294,416869,87462,89886,370941,-148653,222288
municipality,Region XII,Davao Oriental,Matalam,1206010,222857,983153,390489,356510,-734,33245,377407,47988,425395
municipality,Region XII,Davao Oriental,Midsayap,2608127,1489304,1118823,682806,589612,-16202,76993,191562,15155,206716
municipality,Region XII,Davao Oriental,M'lang,975818,293874,681943,409843,341157,-10507,58178,123400,43510,166910
municipality,Region XII,Davao Oriental,Pigcawayan,538052,57882,480170,332602,291208,9900,51294,207390,40326,247716
municipality,Region XII,Davao Oriental,Pikit,666598,115880,550719,598332,435260,-2403,160669,265289,-34889,230400
municipality,Region XII,Davao Oriental,President Roxas,1008583,248122,760461,355173,305524,3499,53148,16449,21125,37574
municipality,Region XII,Davao Oriental,Tulunan,768048,249993,518055,299876,288297,1905,13483,112040,114930,226970
municipality,Region XII,Sarangani,Alabel,1077789,556977,520812,466045,445469,-1262,19314,60980,-8508,52472
municipality,Region XII,Sarangani,Glan,1527119,336247,1190872,520671,481516,-11957,27199,425431,-89549,335882
municipality,Region XII,Sarangani,Kiamba,890067,271644,618423,339504,275841,-225,63438,147598,-10725,136873
municipality,Region XII,Sarangani,Maasim,789899,195052,594847,417284,404529,20395,33150,98229,-31519,66710
municipality,Region XII,Sarangani,Maitum,708060,139407,568653,253781,248546,2611,7846,110900,7331,118231
municipality,Region XII,Sarangani,Malapatan,1237244,499065,738179,424811,373607,,51204,184197,19608,203805
municipality,Region XII,Sarangani,Malungon,852233,347901,504333,516897,554800,72928,35026,91159,-6439,84720
municipality,Region XII,South Cotabato,Banga,1014451,285784,728667,409252,328802,-3012,77438,83700,-25472,58228
municipality,Region XII,South Cotabato,Lake Sebu,719536,224993,494543,442750,406673,-4128,31949,24443,10228,34672
municipality,Region XII,South Cotabato,Norala,606295,185864,420431,207603,197441,-2382,7779,100054,-20172,79882
municipality,Region XII,South Cotabato,Polomolok,2657568,852556,1805011,826924,753426,-9636,63862,331723,-111619,220104
municipality,Region XII,South Cotabato,Santo Niño,469194,115924,353270,187750,171844,-2309,13597,47213,15839,63052
municipality,Region XII,South Cotabato,Surallah,1484695,498352,986343,519007,472068,-9308,37632,337289,-63747,273541
municipality,Region XII,South Cotabato,Tampakan,758732,181050,577682,270669,252182,-3589,14898,215880,-15231,200650
municipality,Region XII,South Cotabato,Tantangan,448056,210520,237536,200598,198841,-203,1554,98411,-46927,51483
municipality,Region XII,South Cotabato,T'boli,869601,291280,578321,552627,475218,,77409,113808,29073,142881
municipality,Region XII,South Cotabato,Tupi,897706,386118,511587,396574,342241,-22254,32080,115474,-684,114790
municipality,Region XII,Sultan Kudarat,Bagumbayan,682602,128592,554010,387801,369543,-2080,16178,67868,-6342,61526
municipality,Region XII,Sultan Kudarat,Columbio,485724,167036,318688,399160,380885,-1523,16752,66083,6760,72843
municipality,Region XII,Sultan Kudarat,Esperanza,1680867,819179,861688,339610,269659,-40,69911,326806,-70960,255846
municipality,Region XII,Sultan Kudarat,Isulan,1206798,509960,696838,505526,450880,-23714,30933,536203,-80371,455832
municipality,Region XII,Sultan Kudarat,Kalamansig,613796,133073,480724,364235,328850,-3465,31920,120914,6923,127837
municipality,Region XII,Sultan Kudarat,Lambayong,1105551,627249,478302,334319,284263,-4257,45799,36045,-2458,33587
municipality,Region XII,Sultan Kudarat,Lebak,601937,176794,425143,413105,375174,-24424,13507,151510,17352,168862
municipality,Region XII,Sultan Kudarat,Lutayan,336804,149259,187546,272582,252357,-15938,4286,22829,-9377,13453
municipality,Region XII,Sultan Kudarat,Palimbang,613108,245525,367583,391910,367884,-3401,20625,10647,78540,89186
municipality,Region XII,Sultan Kudarat,Pres. Quirino,406453,319128,87325,211722,209718,185,2189,16304,-2929,13375
municipality,Region XII,Sultan Kudarat,Sen. Ninoy Aquino,282781,135420,147361,233936,194385,-5793,33759,16853,49645,66498
municipality,Region XIII,Agusan del Norte,Buenavista,1140705,320809,819897,393125,369263,7231,31093,230432,-120160,110272
municipality,Region XIII,Agusan del Norte,Carmen,417168,69707,347462,167185,161005,13845,20025,74955,-27038,47917
municipality,Region XIII,Agusan del Norte,Jabonga,428018,188182,239836,206708,192345,-6913,7451,36198,-1859,34339
municipality,Region XIII,Agusan del Norte,Kitcharao,621354,99703,521651,156239,152132,9283,13390,73773,33903,107676
municipality,Region XIII,Agusan del Norte,Las Nieves,671134,100323,570811,275630,244651,-2850,28129,104262,-14872,89390
municipality,Region XIII,Agusan del Norte,Magallanes,431004,71194,359810,139608,137323,3859,6144,40062,-2587,37475
municipality,Region XIII,Agusan del Norte,Nasipit,836321,230923,605399,226768,218516,9511,17763,85133,7996,93129
municipality,Region XIII,Agusan del Norte,R.T. Romualdez,474593,133134,341459,119771,110490,59,9340,73086,-9920,63166
municipality,Region XIII,Agusan del Norte,Santiago,712208,59210,652999,197080,139446,-10990,46644,55422,-19791,35631
municipality,Region XIII,Agusan del Norte,Tubay,397643,115313,282330,208416,188069,-1900,18447,107595,-30144,77451
municipality,Region XIII,Agusan del Sur,Bunawan,1627981,120068,1507914,474763,380497,-9331,84935,327562,-11678,315883
municipality,Region XIII,Agusan del Sur,Esperanza,1921399,461021,1460378,549960,410801,7904,147064,263625,-39008,224617
municipality,Region XIII,Agusan del Sur,La Paz,1818326,1219921,598404,501644,511283,-10352,-19991,108260,10208,118469
