psgc,level,name,region,province,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
0501603000,municipality,Daet,Region V,Camarines Norte,937131,178701,758430,506185,391598,-12022,102565,244938,22400,267338
0501605000,municipality,Jose Panganiban,Region V,Camarines Norte,919143,236956,682188,282366,187481,-14006,80879,413169,6742,419911
0501606000,municipality,Labo,Region V,Camarines Norte,2070179,222591,1847588,512542,401876,-28904,81762,577966,-176065,401901
0501607000,municipality,Mercedes,Region V,Camarines Norte,798327,155944,642383,246892,235726,-2151,9014,180029,-32480,147549
0501608000,municipality,Paracale,Region V,Camarines Norte,661342,175854,485488,258811,226395,-26393,6023,7684,-4461,3223
0501604000,municipality,San Lorenzo Ruiz,Region V,Camarines Norte,474087,45126,428961,121652,92379,-340,28933,69904,-5882,64022
0501609000,municipality,San Vicente,Region V,Camarines Norte,279862,127195,152667,98256,93060,5645,10841,25860,-3179,22681
0501610000,municipality,Santa Elena,Region V,Camarines Norte,739403,211339,528064,216814,172523,-14416,29876,223590,-30337,193253
0501611000,municipality,Talisay,Region V,Camarines Norte,638144,133582,504562,131256,137017,-3804,-9564,20365,10646,31011
0501612000,municipality,Vinzons,Region V,Camarines Norte,655747,203580,452166,208772,185419,-5877,17476,88615,-23966,64649
0501701000,municipality,Baao,Region V,Camarines Sur,742106,107418,634687,247151,241522,30410,36039,252905,-66005,186900
0501702000,municipality,Balatan,Region V,Camarines Sur,574674,75000,499673,157719,152954,-3801,964,97567,-11990,85577
0501703000,municipality,Bato,Region V,Camarines Sur,676534,302868,373666,209069,200774,-2460,5835,90496,3205,93701
0501704000,municipality,Bombon,Region V,Camarines Sur,383422,71438,311984,101714,82317,-3318,16078,113241,8638,121879
0501705000,municipality,Buhi,Region V,Camarines Sur,798424,157823,640601,313199,236289,-3229,73682,359393,-33663,325730
0501706000,municipality,Bula,Region V,Camarines Sur,905821,199140,706682,288276,272958,-1519,13799,180737,-51572,129165
0501707000,municipality,Cabusao,Region V,Camarines Sur,599341,101485,497856,110572,113064,8023,5530,68199,-5217,62982
0501708000,municipality,Calabanga,Region V,Camarines Sur,834946,248289,586657,340000,335471,29037,33565,249348,-3019,246329
0501709000,municipality,Camaligan,Region V,Camarines Sur,289718,36162,253556,114740,104274,-2854,7613,40166,-2095,38070
0501710000,municipality,Canaman,Region V,Camarines Sur,615742,153365,462378,153485,138662,-2183,12640,90935,6554,97489
0501711000,municipality,Caramoan,Region V,Camarines Sur,623815,200467,423349,250603,228563,686,22727,223014,8046,231060
0501712000,municipality,Del Gallego,Region V,Camarines Sur,892383,190226,702157,214591,154820,-2599,57172,241407,10967,252374
0501713000,municipality,Gainza,Region V,Camarines Sur,174608,21164,153444,83569,80029,-228,3312,30070,-4766,25304
0501714000,municipality,Garchitorena,Region V,Camarines Sur,564244,149353,414891,183670,162030,-1455,20184,49905,69745,119650
0501715000,municipality,Goa,Region V,Camarines Sur,958338,325728,632610,341765,283887,-22278,35599,98164,-36651,61513
0501717000,municipality,Lagonoy,Region V,Camarines Sur,637869,163449,474421,284327,285635,-3779,-5087,297085,-54325,242760
0501718000,municipality,Libmanan,Region V,Camarines Sur,1241257,260142,981115,431563,433607,-7174,-9218,380941,-16070,364871
0501719000,municipality,Lupi,Region V,Camarines Sur,572119,119655,452464,188554,160638,13460,41376,174756,-33780,140976
0501720000,municipality,Magarao,Region V,Camarines Sur,291596,54547,237049,129533,125683,-584,3266,65654,-3245,62409
0501721000,municipality,Milaor,Region V,Camarines Sur,681714,210378,471336,158580,157122,-2378,-920,111356,5988,117344
0501722000,municipality,Minalabac,Region V,Camarines Sur,911449,167109,744340,217344,188177,-4629,24537,256952,-5118,251835
0501723000,municipality,Nabua,Region V,Camarines Sur,949063,270128,678935,343126,332893,-1903,8329,104022,-11178,92844
0501725000,municipality,Ocampo,Region V,Camarines Sur,522482,83514,438968,211450,180209,-17453,13788,183898,-34714,149183
0501726000,municipality,Pamplona,Region V,Camarines Sur,637724,80845,556879,170405,181716,-4635,-15946,112075,1042,113117
0501727000,municipality,Pasacao,Region V,Camarines Sur,870624,283165,587459,255534,212018,-8362,35154,124127,64129,188256
0501728000,municipality,Pili,Region V,Camarines Sur,1108085,263336,844750,475274,382971,-7944,84359,460704,-50094,410610
0501729000,municipality,Presentacion,Region V,Camarines Sur,307811,51653,256158,141622,128042,-2110,11469,14464,12139,26603
0501730000,municipality,Ragay,Region V,Camarines Sur,1236304,186947,1049358,299109,249618,-19957,29533,239657,5920,245578
0501731000,municipality,Sagñay,Region V,Camarines Sur,629866,156757,473109,183039,183529,-1750,-2240,194285,-12370,181914
0501732000,municipality,San Fernando,Region V,Camarines Sur,799757,143638,656119,173652,144585,-43,29024,147331,17984,165315
0501733000,municipality,San Jose,Region V,Camarines Sur,416273,58135,358139,169516,156895,-2267,10354,36531,6828,43359
0501734000,municipality,Sipocot,Region V,Camarines Sur,745733,121624,624109,295021,241111,-859,53052,171738,-19524,152213
0501735000,municipality,Siruma,Region V,Camarines Sur,288048,89589,198460,131692,130523,-2984,-1815,66214,57476,123690
0501736000,municipality,Tigaon,Region V,Camarines Sur,697766,96499,601267,235140,194849,-6078,34213,190384,55606,245990
0501737000,municipality,Tinambac,Region V,Camarines Sur,706826,309683,397143,320222,249939,-7308,62976,69706,118790,188496
0502001000,municipality,Bagamanoc,Region V,Catanduanes,321973,158075,163897,100116,91759,-982,7376,55949,-1831,54118
0502002000,municipality,Baras,Region V,Catanduanes,275067,19363,255704,112765,104061,555,9260,80190,-32511,47679
0502003000,municipality,Bato,Region V,Catanduanes,295652,29897,265755,121172,104333,-648,16191,45521,-12450,33071
0502004000,municipality,Caramoran,Region V,Catanduanes,375723,90023,285700,194785,188023,-122,6639,55111,8723,63834
0502005000,municipality,Gigmoto,Region V,Catanduanes,223527,19615,203912,116649,108189,-1531,6929,34210,-2809,31401
0502006000,municipality,Pandan,Region V,Catanduanes,324578,34669,289908,135055,121908,-6572,6575,35039,-4845,30194
0502007000,municipality,Panganiban,Region V,Catanduanes,204438,72473,131965,99854,94908,,4946,51624,4694,56318
0502008000,municipality,San Andres,Region V,Catanduanes,505739,66315,439424,192089,175974,-572,15543,95917,1559,97476
0502009000,municipality,San Miguel,Region V,Catanduanes,247590,45217,202374,122463,117789,-335,4338,26415,-11846,14569
0502010000,municipality,Viga,Region V,Catanduanes,389200,137023,252177,152762,146186,-575,6001,81063,4818,85881
0502011000,municipality,Virac,Region V,Catanduanes,1547918,160953,1386965,355720,371363,-1590,-17233,222149,-49281,172868
0504101000,municipality,Aroroy,Region V,Masbate,2792367,494350,2298017,689574,608681,946,81839,292471,-39526,252945
0504102000,municipality,Baleno,Region V,Masbate,466246,171780,294466,173242,165128,,8114,36927,22010,58938
0504103000,municipality,Balud,Region V,Masbate,574456,224092,350363,204399,221684,-2017,-19301,54167,4341,58508
0504104000,municipality,Batuan,Region V,Masbate,272004,95305,176698,101957,88170,-2119,11669,31981,7976,39957
0504105000,municipality,Cataingan,Region V,Masbate,821065,271839,549226,261522,218597,-6508,36417,118299,79261,197560
0504106000,municipality,Cawayan,Region V,Masbate,1160431,679653,480778,310480,303814,-13075,-6409,175505,71053,246558
0504107000,municipality,Claveria,Region V,Masbate,819652,149793,669859,210373,147943,-1313,61117,428674,60027,488701
0504108000,municipality,Dimasalang,Region V,Masbate,747676,411909,335767,157009,159682,-4346,-7018,42443,32527,74970
0504109000,municipality,Esperanza,Region V,Masbate,432090,171890,260200,109610,128661,-4009,-23060,46377,42287,88664
0504110000,municipality,Mandaon,Region V,Masbate,484135,125119,359017,228083,185523,-4378,38182,118295,28522,146817
0504112000,municipality,Milagros,Region V,Masbate,942382,266117,676265,330802,312710,-13151,4941,264873,47920,312793
0504113000,municipality,Mobo,Region V,Masbate,526194,111139,415055,199418,161177,,38240,33775,5004,38779
0504114000,municipality,Monreal,Region V,Masbate,283972,79009,204963,144053,143437,-3481,-2865,48558,15771,64330
0504115000,municipality,Palanas,Region V,Masbate,,,,,,,,,,
0504116000,municipality,Pio V. Corpuz,Region V,Masbate,274534,92351,182182,134933,151486,-344,-16897,26530,62808,89338
0504117000,municipality,Placer,Region V,Masbate,1065286,478452,586833,243597,229673,-8454,5470,196574,72566,269140
0504118000,municipality,San Fernando,Region V,Masbate,574517,58179,516339,126079,114144,-862,11073,28324,23465,51788
0504119000,municipality,San Jacinto,Region V,Masbate,787716,195966,591750,169215,156412,-4747,8055,215108,31909,247018
0504120000,municipality,San Pascual,Region V,Masbate,848762,222737,626025,249895,215532,179,34541,95193,93079,188272
0504121000,municipality,Uson,Region V,Masbate,896173,268514,627659,242055,234737,,7318,160833,-296,160537
0506202000,municipality,Barcelona,Region V,Sorsogon,548662,82966,465696,129281,185498,85569,29352,107993,-35456,72537
0506203000,municipality,Bulan,Region V,Sorsogon,1473882,350456,1123426,410472,387742,23731,46460,213940,11392,225332
0506204000,municipality,Bulusan,Region V,Sorsogon,642016,130105,511911,150648,153698,-4319,-7370,33355,22406,55760
0506205000,municipality,Casiguran,Region V,Sorsogon,692683,79575,613109,175910,208847,66445,33508,67517,-24991,42526
0506206000,municipality,Castilla,Region V,Sorsogon,818432,357964,460468,274621,255141,139,19618,105206,94366,199572
0506207000,municipality,Donsol,Region V,Sorsogon,948729,286978,661751,232091,264965,48180,15306,288844,-69520,219324
0506208000,municipality,Gubat,Region V,Sorsogon,919432,305972,613460,250639,286964,55923,19598,207303,-50867,156437
0506209000,municipality,Irosin,Region V,Sorsogon,864606,436437,428169,259902,350082,37634,-52546,83872,13647,97519
0506210000,municipality,Juban,Region V,Sorsogon,582435,127318,455117,188000,182522,3677,9154,62996,799,63795
0506211000,municipality,Magallanes,Region V,Sorsogon,776253,60580,715673,193321,180584,13027,25764,96440,-35256,61184
0506212000,municipality,Matnog,Region V,Sorsogon,456304,261848,194456,227040,291687,63630,-1017,11183,-2888,8295
0506213000,municipality,Pilar,Region V,Sorsogon,1275827,495451,780376,407743,386199,-56549,-35005,188539,140761,329300
0506214000,municipality,Prieto Diaz,Region V,Sorsogon,427956,64270,363686,122532,111421,-12409,-1299,195114,-108131,86983
0506215000,municipality,Santa Magdalena,Region V,Sorsogon,236022,17076,218946,109457,93928,-3470,12059,30954,-15283,15671
0600401000,municipality,Altavas,Region VI,Aklan,580867,152133,428734,161917,148450,-929,12538,88529,2205,90734
0600402000,municipality,Balete,Region VI,Aklan,550584,92574,458009,164557,158126,-2775,3657,92574,-21738,70836
0600403000,municipality,Banga,Region VI,Aklan,473553,117964,355589,185182,172716,-5204,7262,89785,2518,92303
0600404000,municipality,Batan,Region VI,Aklan,441546,59178,382368,160291,147133,-3631,9528,72314,-12349,59965
0600405000,municipality,Buruanga,Region VI,Aklan,354046,22280,331766,130268,121813,1569,10025,74100,-21048,53053
0600406000,municipality,Ibajay,Region VI,Aklan,744952,160730,584222,238150,215478,4185,26857,161553,-49000,112553
0600407000,municipality,Kalibo,Region VI,Aklan,2301388,1503386,798002,571530,613213,-12358,-54041,344503,-151950,192553
0600408000,municipality,Lezo,Region VI,Aklan,249754,61821,187933,95918,94304,-2269,-655,67799,3289,71088
0600409000,municipality,Libacao,Region VI,Aklan,978831,264266,714565,186138,203436,-6829,-24128,145049,20076,165125
0600410000,municipality,Madalag,Region VI,Aklan,516087,43492,472595,168713,160963,-9541,-1791,82500,3973,86473
0600411000,municipality,Makato,Region VI,Aklan,324584,38017,286567,149072,130784,-4392,13896,80430,-15335,65095
0600412000,municipality,Malay,Region VI,Aklan,2030774,759534,1271240,977561,892156,-10996,74410,438048,-85025,353023
0600413000,municipality,Malinao,Region VI,Aklan,594640,52386,542255,160085,122814,-4813,32458,220434,15676,236110
0600414000,municipality,Nabas,Region VI,Aklan,486108,210945,275163,186996,171690,-4572,10734,103932,-56952,46980
0600415000,municipality,New Washington,Region VI,Aklan,549027,80558,468469,203161,186993,-6333,9835,142458,-11618,130839
0600416000,municipality,Numancia,Region VI,Aklan,590117,52524,537593,163254,122023,-1015,40215,61773,39828,101601
0600417000,municipality,Tangalan,Region VI,Aklan,409007,67345,341662,134630,104478,-2871,27282,88557,20172,108730
0600601000,municipality,Anini-y,Region VI,Antique,224933,30225,194708,134363,112217,-4903,17242,109676,5793,115468
0600602000,municipality,Barbaza,Region VI,Antique,274419,107779,166640,152760,155071,-39,-2349,110335,-40061,70274
0600603000,municipality,Belison,Region VI,Antique,341852,127350,214502,98248,102643,-157,-4552,21792,-1228,20564
0600604000,municipality,Bugasong,Region VI,Antique,463862,180371,283491,204512,184852,-3709,15952,86919,-24096,62824
0600605000,municipality,Caluya,Region VI,Antique,8036364,893016,7143347,2753844,903348,-2587,1847909,3305915,1299340,4605255
0600606000,municipality,Culasi,Region VI,Antique,886374,383792,502582,236162,191654,-6447,38061,168301,-24782,143519
0600608000,municipality,Hamtic,Region VI,Antique,619478,159442,460036,210738,188128,-1599,21010,170572,9973,180545
0600609000,municipality,Laua-an,Region VI,Antique,471238,118342,352895,151016,102193,-13331,35491,177691,7425,185116
0600610000,municipality,Libertad,Region VI,Antique,350683,235159,115524,124316,122274,-3601,-1559,75555,-39505,36050
0600611000,municipality,Pandan,Region VI,Antique,497036,192972,304064,183567,170833,-9869,2865,104910,-2636,102274
0600612000,municipality,Patnongon,Region VI,Antique,585135,136454,448682,200208,164638,-5950,29619,73001,-1156,71845
0600614000,municipality,San Remigio,Region VI,Antique,639407,149623,489784,239769,182045,-6146,51578,256060,-31346,224715
0600615000,municipality,Sebaste,Region VI,Antique,479645,236578,243068,159819,135896,-20,23903,47298,1991,49289
0600616000,municipality,Sibalom,Region VI,Antique,729200,308222,420979,295179,268161,-10559,16460,249378,-42288,207090
0600617000,municipality,Tibiao,Region VI,Antique,444179,106442,337737,173843,134739,-8975,30129,211586,20831,232417
0600607000,municipality,Tobias Fornier,Region VI,Antique,440239,85462,354777,166969,154963,-3758,8249,128693,8774,137467
0600618000,municipality,Valderrama,Region VI,Antique,414427,88033,326395,173836,169513,-2557,1765,123090,-14166,108924
0601901000,municipality,Cuartero,Region VI,Capiz,420012,63549,356463,160520,145624,-2705,12192,50344,-1614,48730
0601902000,municipality,Dao,Region VI,Capiz,418708,239508,179200,161561,154713,-2239,4609,8493,4221,12714
0601903000,municipality,Dumalag,Region VI,Capiz,335227,69709,265518,158673,156954,-4984,-3265,58259,6629,64888
0601904000,municipality,Dumarao,Region VI,Capiz,564246,49955,514292,237200,232656,-2107,2437,96356,-20085,76270
0601905000,municipality,Ivisan,Region VI,Capiz,369290,59885,309405,150250,132734,-15,17501,159396,11012,170408
0601906000,municipality,Jamindan,Region VI,Capiz,472671,100027,372644,252318,222094,-14927,15297,87148,-27028,60120
0601907000,municipality,Maayon,Region VI,Capiz,483005,114502,368503,188749,179371,11265,20643,113918,-16271,97648
0601908000,municipality,Mambusao,Region VI,Capiz,687821,263823,423998,197295,169481,,27814,35008,3859,38867
0601909000,municipality,Panay,Region VI,Capiz,553686,67983,485703,207862,187481,-673,19708,150008,-16007,134001
0601910000,municipality,Panitan,Region VI,Capiz,274375,32998,241377,183346,153023,-4818,25505,106996,-14744,92252
0601911000,municipality,Pilar,Region VI,Capiz,577185,66344,510841,186355,173729,13708,26334,139127,9817,148944
0601912000,municipality,Pontevedra,Region VI,Capiz,435039,61880,373158,217196,204221,-2970,10004,63093,-5123,57970
0601913000,municipality,Pres. Roxas,Region VI,Capiz,521398,97608,423790,166513,164143,10509,12879,44469,-1050,43419
0601916000,municipality,Sigma,Region VI,Capiz,283983,34589,249394,164524,148752,-5242,10530,22542,-8049,14493
0601917000,municipality,Tapaz,Region VI,Capiz,783345,384976,398369,331145,348153,-6814,-23821,263285,-81142,182143
0607901000,municipality,Buenavista,Region VI,Guimaras,538671,105018,433653,226451,207559,-3645,15248,165302,-7385,157917
0607902000,municipality,Jordan,Region VI,Guimaras,432007,124673,307334,208491,185034,,23457,154524,9941,164465
0607903000,municipality,Nueva Valencia,Region VI,Guimaras,628208,168058,460149,202727,182305,-7638,12784,111099,-14332,96767
0607904000,municipality,San Lorenzo,Region VI,Guimaras,411147,79495,331653,169172,149411,-3261,16500,108525,-14030,94495
0607905000,municipality,Sibunag,Region VI,Guimaras,491342,112067,379276,140020,114683,-1108,24229,134097,21253,155350
0603001000,municipality,Ajuy,Region VI,Iloilo,679829,171335,508494,231874,195021,-4068,32785,322816,-54023,268793
0603002000,municipality,Alimodian,Region VI,Iloilo,417519,117300,300220,193786,154902,-15996,22888,52722,-8445,44277
0603003000,municipality,Anilao,Region VI,Iloilo,874068,181201,692866,159479,120176,-1258,38045,106458,-43312,63147
0603004000,municipality,Badiangan,Region VI,Iloilo,426274,70182,356092,137605,106840,10609,41374,129388,18181,147569
0603005000,municipality,Balasan,Region VI,Iloilo,517133,65846,451287,183652,168948,-8647,6057,255482,-10067,245415
0603006000,municipality,Banate,Region VI,Iloilo,500826,97186,403640,195169,160661,-3219,31289,127889,-19927,107962
0603007000,municipality,Barotac Nuevo,Region VI,Iloilo,1078800,268909,809891,257776,185055,-5074,67647,523169,-103284,419885
0603008000,municipality,Barotac Viejo,Region VI,Iloilo,1004436,340563,663873,238701,160353,-2806,75541,382163,1296,383459
0603009000,municipality,Batad,Region VI,Iloilo,521386,201561,319825,122833,125819,-5474,-8460,176457,-18852,157605
0603010000,municipality,Bingawan,Region VI,Iloilo,336687,69376,267310,114004,116056,-16880,-18932,60533,-11464,49069
0603012000,municipality,Cabatuan,Region VI,Iloilo,870811,313478,557333,252115,216946,-3130,32039,156736,-2252,154484
0603013000,municipality,Calinog,Region VI,Iloilo,998447,346577,651871,310941,283526,-4587,22828,170491,7320,177810
0603014000,municipality,Carles,Region VI,Iloilo,998631,312571,686060,267250,230950,4311,40611,171231,-7485,163746
0603015000,municipality,Concepcion,Region VI,Iloilo,692372,177858,514514,258235,238951,-14168,5117,222043,-10935,211109
0603016000,municipality,Dingle,Region VI,Iloilo,1057625,101526,956099,232087,160786,-3671,67629,148338,-56289,92049
0603017000,municipality,Dueñas,Region VI,Iloilo,521556,108345,413211,169996,118611,-12066,39319,147814,17616,165430
0603018000,municipality,Dumangas,Region VI,Iloilo,1121742,221908,899835,365496,254346,,111150,487114,49611,536724
0603019000,municipality,Estancia,Region VI,Iloilo,605243,101307,503936,235868,173301,-27283,35284,289004,21848,310853
0603020000,municipality,Guimbal,Region VI,Iloilo,585498,42480,543018,219926,177768,-7126,35032,157556,10718,168274
0603021000,municipality,Igbaras,Region VI,Iloilo,1005202,153567,851635,174119,139677,-6425,28017,284900,-52620,232280
0603023000,municipality,Janiuay,Region VI,Iloilo,1050335,279217,771118,285145,246206,-8373,30565,407348,19413,426761
0603025000,municipality,Lambunao,Region VI,Iloilo,827843,259664,568180,341276,286159,-5299,49818,162950,36591,199542
0603026000,municipality,Leganes,Region VI,Iloilo,678676,153328,525348,228856,186094,-5581,37181,205227,7653,212881
0603027000,municipality,Lemery,Region VI,Iloilo,605068,119993,485075,162638,138272,-8042,16324,171544,-21786,149759
0603028000,municipality,Leon,Region VI,Iloilo,927611,226201,701410,239555,182298,21331,78588,345300,-24377,320924
0603029000,municipality,Maasin,Region VI,Iloilo,609412,172772,436640,191208,186786,-3117,1305,158531,-50765,107766
0603030000,municipality,Miagao,Region VI,Iloilo,1600734,422111,1178622,286803,213399,-3905,69499,474025,26756,500781
0603031000,municipality,Mina,Region VI,Iloilo,637745,200922,436824,131994,139927,2873,-5060,55522,-10484,45038
0603032000,municipality,New Lucena,Region VI,Iloilo,475621,156426,319195,128218,101556,-8759,17903,128593,-5628,122965
0603034000,municipality,Oton,Region VI,Iloilo,1272373,264535,1007838,398108,376868,-10183,11057,491334,-93362,397972
0603036000,municipality,Pavia,Region VI,Iloilo,1611584,398960,1212624,417564,363105,-174,54285,551349,-89808,461541
0603037000,municipality,Pototan,Region VI,Iloilo,1034767,324117,710650,311274,314413,22747,19608,365073,-109328,255745
0603038000,municipality,San Dionisio,Region VI,Iloilo,441166,88673,352492,210735,154993,-7398,48344,68330,5287,73618
0603039000,municipality,San Enrique,Region VI,Iloilo,323682,54893,268789,181151,179227,-6560,-4636,101571,2105,103677
0603040000,municipality,San Joaquin,Region VI,Iloilo,1127721,191007,936714,252450,156260,-10107,86083,615460,5039,620499
0603041000,municipality,San Miguel,Region VI,Iloilo,661226,66042,595184,169139,140200,-2821,26118,173701,3535,177236
0603042000,municipality,San Rafael,Region VI,Iloilo,,,,,,,,,,
0603043000,municipality,Sta. Barbara,Region VI,Iloilo,1125326,420989,704337,334633,266419,-17029,51184,266291,-14454,251837
0603044000,municipality,Sara,Region VI,Iloilo,468302,116902,351401,273225,258079,-12901,2244,147115,-12699,134416
0603045000,municipality,Tigbauan,Region VI,Iloilo,739032,83956,655077,252413,210037,-3890,38486,196694,-7041,189653
0603046000,municipality,Tubungan,Region VI,Iloilo,601857,118066,483791,173348,118726,12593,67216,139778,4675,144453
0603047000,municipality,Zarraga,Region VI,Iloilo,592597,173206,419391,148938,123074,-3495,22369,85671,2523,88194
1804503000,municipality,Binalbagan,Region VI,Negros Occidental,867163,269590,597573,363347,338700,-14761,9886,215058,-37036,178022
1804505000,municipality,Calatrava,Region VI,Negros Occidental,1133309,200994,932315,576097,398193,-153146,24759,605863,-52452,553412
1804506000,municipality,Candoni,Region VI,Negros Occidental,628889,76127,552762,182294,174739,18851,26406,5124,-1964,3160
1804507000,municipality,Cauayan,Region VI,Negros Occidental,1624925,680401,944524,450616,410776,-5083,34756,328520,47186,375706
1804532000,municipality,D.S. Benedicto,Region VI,Negros Occidental,567658,302048,265610,163028,133733,-4319,24977,21349,9173,30522
1804508000,municipality,E.B. Magalona,Region VI,Negros Occidental,625323,287308,338015,275685,274027,-1258,400,51010,321,51331
1804511000,municipality,Hinigaran,Region VI,Negros Occidental,1026432,420537,605895,417078,386774,14881,45186,232182,5631,237812
1804512000,municipality,Hinoba-an,Region VI,Negros Occidental,821024,477263,343761,307122,299833,389,7678,13699,8999,22698
1804513000,municipality,Ilog,Region VI,Negros Occidental,836694,393251,443443,272917,306588,43870,10199,183382,-59888,123493
1804514000,municipality,Isabela,Region VI,Negros Occidental,520762,78126,442636,273549,268556,39128,44121,132975,12630,145604
1804517000,municipality,La Castellana,Region VI,Negros Occidental,495173,362293,132880,304973,285619,2000,21354,87000,-32075,54924
1804518000,municipality,Manapla,Region VI,Negros Occidental,832012,217802,614210,288316,221804,9387,75899,199974,1749,201723
1804519000,municipality,Moises Padilla,Region VI,Negros Occidental,705563,160712,544850,199344,157479,-15680,26185,183220,-21720,161500
1804520000,municipality,Murcia,Region VI,Negros Occidental,1031098,330399,700699,381597,338168,-7401,36028,317688,-26270,291418
1804521000,municipality,Pontevedra,Region VI,Negros Occidental,657678,206407,451272,247901,217810,-3079,27012,110410,-5452,104958
1804522000,municipality,Pulupandan,Region VI,Negros Occidental,344751,252547,92203,139250,134947,-3167,1136,46530,2210,48740
1804525000,municipality,San Enrique,Region VI,Negros Occidental,322106,93669,228437,122213,121120,-2321,-1228,79262,-7126,72135
1804529000,municipality,Toboso,Region VI,Negros Occidental,847939,168363,679577,197311,179463,-4640,13208,113943,-25353,88590
1804530000,municipality,Valladolid,Region VI,Negros Occidental,334304,49434,284870,187502,166595,762,21668,65581,-8286,57295
0701202000,municipality,Alicia,Region VII,Bohol,377084,53335,323748,153020,167332,19811,5499,110855,-13681,97174
0701203000,municipality,Anda,Region VII,Bohol,287113,52746,234367,137933,134783,-11611,-8460,58495,-10123,48372
0701204000,municipality,Antequera,Region VII,Bohol,388019,44474,343545,130464,125841,6668,11291,48783,1611,50394
0701205000,municipality,Baclayon,Region VII,Bohol,369404,77183,292221,166732,140330,21714,48116,154755,14455,169210
0701206000,municipality,Balilihan,Region VII,Bohol,533248,87505,445743,144212,156555,18360,6018,135749,33679,169428
0701207000,municipality,Batuan,Region VII,Bohol,449397,67213,382184,103786,109171,21046,15661,175043,23338,198380
0701248000,municipality,Bien Unido,Region VII,Bohol,270874,56009,214865,129790,121615,-1860,6315,3578,15841,19419
0701208000,municipality,Bilar,Region VII,Bohol,499808,60373,439435,140727,155024,28933,14636,75114,9765,84879
0701209000,municipality,Buenavista,Region VII,Bohol,704138,115292,588847,299995,225816,28280,102458,173784,8370,182153
0701210000,municipality,Calape,Region VII,Bohol,577539,89051,488488,187912,194892,46072,39092,167986,56224,224210
0701211000,municipality,Candijay,Region VII,Bohol,545113,90477,454636,169503,154628,-9436,5438,53566,38256,91822
0701212000,municipality,Carmen,Region VII,Bohol,1044512,270448,774064,367820,311157,18317,74980,274027,49980,324007
0701213000,municipality,Catigbian,Region VII,Bohol,513426,50951,462475,158214,193659,43916,8472,79101,10250,89351
0701214000,municipality,Clarin,Region VII,Bohol,398154,38647,359507,124483,108869,-5261,10353,64575,9393,73967
0701215000,municipality,Corella,Region VII,Bohol,261397,40929,220468,109418,99471,-8105,1842,65062,10842,75904
0701216000,municipality,Cortes,Region VII,Bohol,396899,72180,324719,124294,102671,19860,41483,188299,56883,245182
0701217000,municipality,Dagohoy,Region VII,Bohol,496455,224516,271939,126616,155884,27812,-1456,123317,33103,156420
0701218000,municipality,Danao,Region VII,Bohol,526277,171927,354351,187641,211690,22104,-1946,13250,2706,15956
0701219000,municipality,Dauis,Region VII,Bohol,604237,68439,535798,229284,163902,-4480,60901,279759,32905,312665
0701220000,municipality,Dimiao,Region VII,Bohol,392318,89478,302840,130884,132554,-5454,-7125,99238,-1422,97816
0701221000,municipality,Duero,Region VII,Bohol,468849,152860,315989,125399,119093,2739,9045,79110,21351,100461
0701222000,municipality,Garcia-Hernandez,Region VII,Bohol,598415,77083,521331,169156,136909,-4419,27827,112246,13012,125258
0701226000,municipality,Getafe,Region VII,Bohol,567456,127491,439965,228714,182723,-7530,38462,117902,22699,140601
0701223000,municipality,Guindulman,Region VII,Bohol,444407,102915,341492,223830,204955,-5558,13317,68952,10906,79858
0701224000,municipality,Inabanga,Region VII,Bohol,971588,181745,789844,219750,190789,9933,38894,336432,4633,341066
0701225000,municipality,Jagna,Region VII,Bohol,739933,212811,527122,212417,226592,40841,26666,142555,67487,210042
0701227000,municipality,Lila,Region VII,Bohol,305221,42562,262658,135911,130280,16081,21713,76436,4312,80748
0701228000,municipality,Loay,Region VII,Bohol,226448,43849,182598,135100,130263,-1712,3125,13941,10506,24448
0701229000,municipality,Loboc,Region VII,Bohol,559354,105670,453683,225982,198100,-3663,24220,84154,9569,93723
0701230000,municipality,Loon,Region VII,Bohol,758477,71671,686806,242066,198549,-4215,39302,176357,11875,188232
0701231000,municipality,Mabini,Region VII,Bohol,470349,76210,394139,157024,184505,41913,14432,121730,-19883,101846
0701232000,municipality,Maribojoc,Region VII,Bohol,399139,56672,342467,189497,126579,8994,71911,95871,7236,103107
0701233000,municipality,Panglao,Region VII,Bohol,1210245,283814,926430,319832,200072,-9213,110547,495242,153929,649171
0701234000,municipality,Pilar,Region VII,Bohol,529985,252643,277343,162173,201525,28887,-10465,64410,22501,86911
0701235000,municipality,Pres. Carlos P. Garcia,Region VII,Bohol,415019,117531,297487,148084,183072,32927,-2060,55960,31470,87430
0701236000,municipality,Sagbayan,Region VII,Bohol,376354,49259,327095,154650,180252,25036,-566,54248,32904,87152
0701237000,municipality,San Isidro,Region VII,Bohol,203028,20161,182867,94589,115451,18240,-2621,15915,1288,17203
0701238000,municipality,San Miguel,Region VII,Bohol,524395,208800,315595,202107,229728,26728,-893,69443,18528,87971
0701239000,municipality,Sevilla,Region VII,Bohol,483891,72346,411544,117711,121237,1274,-2252,107389,8401,115790
0701240000,municipality,Sierra-Bullones,Region VII,Bohol,592172,63145,529027,184570,176553,29518,37535,144605,12294,156899
